R_Factor,K_Factor,LS_Factor,C_Factor,P_Factor,Slope,Elevation,TRI,Annual_Rainfall,Monsoon_Rainfall,NDVI,Clay,Sand,Silt,SOC,Soil_Loss
1206.1428631227523,0.05542903453538035,11.683332089793545,0.35076936320557994,0.6509636957212458,22.101170654466607,877.5058736277329,12.068603081333146,2346.4509661434568,1383.674946618219,-0.04104004878685254,10.337816475999993,46.817342302626905,12.508864039605028,14.460449535911781,178.3533248437893
770.541971677668,0.04498535669053748,14.580213748308413,0.06141394157750304,0.9592209477577771,26.59208660171123,1161.4325631840077,16.124617358433262,1292.8829278249468,944.8236636945219,0.33534893945968824,25.125848583821817,45.80906995187619,24.693534370120005,3.7672807797083885,29.772615247019093
1316.177295884797,0.02329349807297598,7.5610436744149006,0.24169454814048916,0.8906470177157579,27.63171591885575,1303.327871964053,7.772078204171123,2725.0486427942387,494.8635456777954,0.022578554322939648,45.88798760563387,63.85555011452107,31.443883986569954,29.125064998124767,49.900319569114124
1106.5784377771731,0.05845881886738619,2.2440727880136366,0.2318860687154961,0.5552942054980552,15.108987755492976,1120.6959467183515,43.71571826454037,1984.576370071119,1411.1318146851895,0.044710374649696905,47.7628239805446,56.18463016327406,14.009782682088,10.698317182270317,18.69248233114088
322.43055225394437,0.04893754519828973,0.30765068685220304,0.38604989271102835,0.9985173289187865,15.608253442217073,1363.2112235493796,14.162346662505703,815.0658543665663,2414.5979300347776,0.5006686723786996,16.224808155222213,11.72755472482396,33.93764586733106,7.3021777668399075,1.8712650189333864
1468.3090571277828,0.04584450945794978,3.5218748469829437,0.20879691515148863,0.9396000121538726,23.996112322915096,1182.0051707381772,28.07446972071923,859.2966536388353,1770.2903215805927,0.27328102199172155,44.84511555323731,13.21484391449102,37.462670086876734,10.009324451531068,46.509944182639046
1189.4816125874588,0.03246807510718943,2.0641510450191634,0.17390518374905872,0.6419542189320195,9.433520752326038,1266.8014382619265,39.5987212570687,2232.738567324254,1440.5637689200987,0.7757598276472453,15.206687528924325,49.10129940964102,25.908808517584426,29.002449456961408,8.899637834778899
1221.88359686004,0.02361207809225795,10.197114236831576,0.28816390878546244,0.9184482898304691,25.121470870352056,514.1040711836372,39.191205468785675,932.3598411051951,632.4533554621938,0.20319866987766652,27.552816557043815,41.60248491544791,28.413168064705285,4.640009497664196,77.86380568327499
366.5477224782096,0.014819548107674965,1.9153043189651138,0.12064202955787989,0.5532097659356914,14.824249395522703,1132.4135029937877,21.919312929209646,1768.2317539551084,930.1162101541332,0.589871121964706,54.93742817553621,26.912002597294443,6.840159661306938,26.284485134033076,0.6943712761371154
785.5017192642373,0.055130119827192084,7.6443159811474315,0.06375601651832663,0.9995523652371193,3.4757017300580517,840.0886995273686,23.812865429336284,2979.4361898217767,1019.0252941065397,0.33804445864716226,18.66658704539094,37.212645675462106,38.09319618576673,21.81962904324054,21.09606391253234
682.0374315023556,0.03278881449168055,10.444510291079009,0.21556689603666188,0.8328423680532684,2.161774412188311,953.1038024112752,49.735087446751244,510.01901183334877,2006.087460475192,0.5269537360728148,16.92836121599319,59.264170717635935,18.736965699273032,25.240537016452787,41.93405743403212
1404.7944855031824,0.020118168239761515,8.758637477391446,0.18818332649910338,0.8250625077793985,25.259796331183892,1054.1024094823567,33.7298738489512,541.4495047438922,2241.0926742557003,0.4697105888801909,29.026014964605707,63.72974650276545,37.336514019090046,29.3251311303011,38.433131713731974
1037.0246561048639,0.025297831207532623,3.076657209734859,0.10542390329746429,0.5452203634920664,1.667037507206337,1369.8151167055694,40.73192215589413,2982.711454826266,2293.4478924895207,0.3491447741210483,37.885083668643766,46.479499412852874,25.26421336625849,25.580330354472412,4.6394088217777165
1269.590097252079,0.0389609784470948,12.081455440115715,0.16601280274169247,0.9485166994483126,8.418343084009678,1384.5780814316245,45.1276984609616,1961.5970853354138,2467.594077326584,0.8025580398932153,51.98053520859639,35.04901625571169,5.161657959516466,28.41470583577988,94.10207518882635
776.4384584755305,0.018838639146961586,10.759566231275445,0.1655102099719851,0.5144997516022347,10.023901215046374,688.2282454879053,39.37949181146696,817.2749387962829,2462.9700345195183,0.22557796061720806,54.13695154898654,27.595289497181955,6.34896997632025,5.554187190145754,13.401743089652298
495.41033832021,0.052830714204618774,11.110861658341571,0.1480455084212329,0.6204140290205735,5.189833355747814,1133.7534974379162,9.25896724767838,2743.255499385234,2401.298178812761,0.06837372618680893,13.13382864661276,43.92470060000147,28.81465819844727,24.28207982467516,26.71013805900074
920.9602231205853,0.0479259764917605,2.0527604982039676,0.1713793717973911,0.5715109375833175,9.416801094059677,1149.9835379352685,28.10853668687861,2700.9507503192303,550.8264950560572,0.5441893578358369,16.20988828065574,30.458725206684765,24.693380484117657,17.278919434269337,8.874281857654443
282.96243293542796,0.04597314779754684,1.9439316743901347,0.3088987621097195,0.8883839703461093,22.28077700175257,746.4928613130488,5.094707865727244,1840.501032778438,689.3664254483908,0.7037071832425134,45.58320882531972,46.66618390806949,5.928635302212602,17.2178766622361,6.9395434577170105
1275.9205235903567,0.031604651988755186,13.920682009996964,0.1342975370825071,0.5991021136064489,0.44048530680212306,523.869774864221,32.64610632819992,2054.4800746518913,1039.379705599669,-0.06175894705707243,22.17844685218872,53.98240486312645,31.021098642783485,27.16980413697438,45.165211534756885
1021.1637188586843,0.04136544203512216,6.0239150879916155,0.42703720909518783,0.9553191135654426,24.81520273562059,440.94696028571974,47.76747140939055,1182.967978752191,1561.086333535369,0.32715105400154654,49.818207677786226,14.295148709760664,34.82508679742136,29.210506922107918,103.80686429780431
1185.5140621109858,0.03920489844563678,4.584135507536002,0.4124402607726419,0.8281345196637451,25.696440707236746,1177.3431275291787,25.636603215005564,626.2992409300128,603.6535662815065,0.74786330520296,39.8553965753089,10.06938522647857,22.37461188537579,21.735473045209066,72.77235521354268
660.8837585688289,0.042492330077740996,7.379902275737846,0.2169287823067353,0.5180813552473481,11.167847195746445,889.6997418169059,21.64862464338836,1986.419022227161,2176.173611384499,0.6121376879767242,15.033016107130473,23.798014024648293,21.301510412503923,15.52227490520995,23.291710205137736
1461.9074317133743,0.014222216056994454,9.976676770177377,0.14843418104710526,0.5027149170643502,4.608386971819044,1385.5401694949262,1.7921375709081588,1236.8879830069075,1695.187976062349,0.8422173306727468,47.46381782158032,68.14324735172076,5.191558809211962,14.77930802125167,15.47849533759203
1361.057457718857,0.03079037010853048,14.338786529999853,0.24141022063367143,0.5258289585071995,18.025212238352427,864.973456193653,47.98872611646102,2159.05261665088,1538.9652448346303,0.4048431210173816,17.936037100363414,52.00889960985634,32.53273993727598,12.81756080224909,76.27881206813959
1211.8985461958905,0.012080708693094624,4.36804878054262,0.38200365945935744,0.8029625888238638,3.59017667594683,1377.9169790738401,5.150134206507939,2590.612942106503,747.1537790713114,0.5269959328610937,29.05729276058442,21.177422875906487,16.57506233611369,12.124772828034555,19.615933974304188
453.03032020755785,0.034699540962225946,13.879645596749205,0.29401171591148584,0.9007409054297076,10.947580832347576,811.5760021940598,2.0539546652423466,545.4013597859101,931.8364962404145,0.18735626708103173,34.84832178516985,67.86715751853522,35.75672669238888,12.96219156716408,57.78217674471835
806.7373048451444,0.026493060616639266,0.4704064216552192,0.3621719307482378,0.6192764103136943,28.75287542702917,1193.6821505599726,12.303330575246923,1989.2844367143184,736.6552524627418,0.8001588196826926,32.53447670861252,40.5471361186771,18.057120564531857,4.513090587033467,2.2549496038514123
256.9448955233974,0.017226209443302345,8.372450830669688,0.24019230195351735,0.9247044214615365,29.863934177509115,484.81927231183204,3.2765216959191212,1078.2013492171307,2189.059631369077,0.2480187141287095,40.87733120268177,40.94596418411294,24.777726872074695,4.16821038729227,8.230843457668666
400.57633968781215,0.015170148386127583,9.546229164048167,0.28518001554116174,0.5286159700766302,23.16314674063757,955.4617101377639,22.75589212058812,2684.7212447595034,1626.8785061285582,0.6015851770522972,39.37090306911648,70.81022634977259,14.461962586976464,23.836355628424727,8.745131538224381
1087.963639215191,0.0393822286088856,1.6778713158862242,0.13038187076792532,0.9004819268208382,9.328845297622987,1202.0597869857243,25.80439006285562,1134.161266404571,1943.77179779123,0.28298319391312776,54.64189024876247,13.8666349919171,10.620590940472153,14.49004100176633,8.440448579587228
